,ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Assign_Type,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_Rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,Report_WI,Report_eCQM,Report_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,MaxShareRate,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_MCC1,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM-CQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM-CQM,QualityID_236_WI,QualityID_236_eCQM-CQM,lat,long,ACO_identifier
249,A3454,Trinity Health Integrated Care,"NY, PA, FL, IN, ID, OR, MI",Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,1,"65,619",3.48%,0.50%,"25,559,424","25,559,424",,"18,786,176",1,1,1,0,0,0,89.95%,0,1,"11,479","11,552","734,984,901","709,425,477",,,75.00%,75.00%,0,High Revenue,"90,425","9,189","15,432","10,069","88,626","9,667","15,668","10,206","95,420","10,421","15,940","10,647","84,763","9,705","15,526","10,469","11,080",1.063,0.967,1.023,1.069,1.047,0.965,1.009,1.055,1.048,0.959,1.0,1.049,1.012,0.937,0.995,1.044,406,"8,268","4,468","54,699","64,029",347,"6,320","3,590","53,771","6,744","30,122","19,558","9,195","36,514","29,105","58,665","3,474",560,476,70,"2,374","2,805","2,486",24,269,50,313,705,"2,489","4,159",114,515,301,271,254,1,12,4,601,207,730,251,"10,789","3,635","4,985","2,067",102,55,24,"12,728",4,0,6,0,10,16,947,"1,781",877,654,7,11.51%,6.44%,2.08%,1.46%,85.55,93.85,91.68,79.54,62.16,60.69,71.06,19.08,91.61,84.66,0.161,36.79,90.94,84.46,93.02,71.6,,80.14,80.76,87.65,8.96,9.83,,76.21,,42.4350795,-83.427083,
250,A3457,PA MSSP Legacy + Gateway Enhanced,"PA, OH",Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,0,"18,832",11.62%,1.00%,"23,665,709","23,665,709",,"17,394,296",1,1,1,0,0,0,100.00%,0,1,"11,065","10,844","203,690,990","180,025,281",,,75.00%,75.00%,0,Low Revenue,"97,247","10,778","13,842","9,010","101,652","10,182","14,796","9,155","88,746","10,118","12,840","9,862","83,636","10,615","13,593","9,450","9,779",1.11,0.92,0.955,0.936,1.119,0.999,0.971,0.972,1.117,1.003,0.983,1.01,1.061,1.034,1.066,1.051,42,"1,262",616,"15,739","18,409",36,"1,048",515,"16,810","1,606","10,410","5,181","1,635","10,695","8,137","16,718",928,299,37,4,846,"2,363","2,067",31,243,48,184,419,"1,987","4,068",80,416,271,215,201,1,11,3,429,161,524,244,"11,350","5,437","4,600","1,187",126,38,21,"10,905",0,3,0,0,0,0,78,0,30,26,0,5.12%,5.76%,1.56%,0.69%,86.37,95.11,92.89,78.38,68.03,68.52,72.11,28.46,93.3,85.58,0.1552,31.42,93.83,90.19,100,89.91,,90.62,86.79,86.06,28,10.16,,83.71,,38.9836694,-77.0916103,Aledade
251,A3458,AR MI UT MSSP Enhanced,"UT, AR, MI",Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,0,"36,715",9.27%,1.00%,"34,377,030","34,377,030",,"25,267,117",1,1,1,0,0,0,95.97%,0,1,"10,367","10,408","370,797,744","336,420,714",,,75.00%,75.00%,0,Low Revenue,"72,342","8,684","16,675","8,504","76,802","8,686","18,247","8,673","73,861","8,854","18,421","9,164","69,054","9,016","16,683","8,880","9,406",0.98,0.896,1.014,0.928,0.999,0.944,1.062,0.974,1.014,0.965,1.098,1.02,0.984,1.034,1.13,1.095,212,"4,549","1,547","34,216","35,767",173,"3,175","1,022","31,397","4,298","18,922","10,032","3,463","20,353","16,362","33,838","1,340",248,264,54,971,"2,328","1,946",38,316,46,252,428,"2,213","3,424",88,414,349,212,188,2,17,5,490,137,620,246,"9,958","4,997","3,144","1,613",203,35,25,"12,622",0,10,0,0,0,0,238,75,130,120,0,6.76%,7.94%,1.62%,0.77%,85.6,93.02,90.73,81.5,57.63,59.08,73.44,26.02,90.82,86.1,0.1454,25.78,88.44,79.87,76,67.84,,73.07,67.92,78.45,13.56,8.83,,75.32,,38.9836694,-77.0916103,Aledade
252,A3466,"Louisiana Primary Care Accountable Care Organization, LLC",LA,Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,"9,218",8.48%,2.00%,"7,721,304","7,721,304",,"3,783,439",1,1,1,0,0,0,85.79%,0,1,"10,275","10,186","91,105,681","83,384,377",,,50.00%,50.00%,1,Low Revenue,"72,162","8,330","10,118","6,976","77,112","8,462","9,947","7,608","75,289","8,779","10,511","8,055","67,219","8,629","10,221","8,157","9,404",0.955,0.833,0.734,0.855,0.948,0.811,0.711,0.863,0.929,0.828,0.734,0.899,0.877,0.812,0.714,0.902,129,"4,677","2,357","3,969","8,866",97,"3,267","1,835","3,668","3,787","3,637","1,360",434,"5,019","4,199","4,476","4,300",110,97,10,225,"2,836","1,818",331,340,376,149,365,"2,760","2,449",163,687,261,291,211,11,17,52,978,184,525,166,"9,212",544,"3,018","1,022","4,628",24,32,"15,134",0,188,0,0,0,0,137,85,424,30,0,46.88%,8.79%,1.82%,0.89%,84.7,95.14,92.17,81.18,55.41,59.04,71.32,23.34,88.94,86.86,,32.98,72.61,62.04,71.21,80.22,,57.28,62.46,86.3,13.58,18.37,,60,,30.4468152,-91.0982207,
253,A3470,Affirmant Health Partners,MI,Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"65,506",2.83%,2.00%,"19,153,391","19,153,391",,"7,508,129",1,1,1,0,0,0,92.46%,0,1,"10,652","10,321","677,589,372","658,435,981",,,40.00%,40.00%,0,High Revenue,"74,507","9,224","15,516","8,930","76,485","9,588","15,872","8,929","79,133","10,097","17,277","9,283","78,882","10,473","16,205","9,339","10,351",0.991,0.958,1.031,0.994,0.996,0.947,1.035,0.992,0.991,0.973,1.032,1.003,0.995,0.982,1.071,1.027,482,"11,620","3,609","61,758","63,611",483,"8,680","3,045","51,402","10,841","30,027","17,229","7,409","37,017","28,489","60,183","2,659",257,267,85,"2,055","2,811","2,472",54,220,87,236,472,"3,490","2,693",113,373,314,268,248,2,11,8,683,192,848,209,"8,794","2,876","3,296","1,850",771,42,22,"11,482",11,10,36,0,16,24,"1,624","3,381","1,073",779,0,11.84%,7.45%,2.21%,0.71%,79.09,92.57,90.47,78.72,64.44,59.27,70.43,25.03,90.95,84.04,0.1459,34.22,95.97,83.33,75,73.79,,79.03,80.24,85.59,12.93,10.89,,75.4,,,,
254,A3473,Houston Methodist Coordinated Care,TX,Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,1,"35,131",6.31%,0.00%,"29,654,665","29,654,665",,"21,796,179",1,1,1,0,0,0,94.48%,0,1,"13,630","13,383","469,668,375","440,013,710",,,75.00%,75.00%,0,Low Revenue,"99,912","12,381","17,764","11,037","105,546","14,688","18,501","11,058","109,650","15,056","19,104","11,672","103,615","14,572","14,876","11,791","12,770",1.078,1.12,1.035,1.056,1.081,1.283,1.04,1.035,1.09,1.292,1.055,1.073,1.064,1.295,1.048,1.119,257,"1,600",835,"26,295","34,458",289,"1,639",842,"31,688","1,865","19,259","10,722","3,285","21,278","13,853","28,116","3,423","1,284",578,23,"1,707","3,597","2,947",108,616,28,285,377,"3,021","4,868",114,689,347,284,250,4,28,3,597,202,855,378,"11,160","3,852","6,134","1,151",22,32,24,"12,965",0,0,0,0,0,0,363,843,379,144,0,3.85%,8.90%,1.94%,0.22%,80.55,94.33,93.65,76.21,62.85,61.33,71.18,35.09,92.96,89.06,0.1541,35.8,95.92,90.23,93.33,93.82,,84.31,80.69,88.66,30.56,8.26,,70.05,,29.7099079,-95.3997225,
255,A3476,"Rochester Regional Health ACO, Inc.",NY,Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"17,719",0.66%,2.59%,"1,316,956",0,,0,1,1,1,0,0,0,85.61%,0,1,"11,591","11,967","198,608,182","197,291,226",,,40.00%,40.00%,0,High Revenue,"68,304","8,571","12,543","9,046","73,745","8,911","12,682","9,561","77,543","9,378","13,195","9,823","74,406","9,802","13,172","9,765","11,515",0.971,0.886,1.011,1.096,0.986,0.895,0.981,1.07,0.966,0.89,0.971,1.057,0.956,0.873,0.912,1.044,477,"5,025","2,432","10,504","17,134",345,"4,208","2,206","10,375","4,845","6,707","3,938","2,229","9,745","7,974","14,927","1,508",181,328,19,756,"3,448","3,292",1,58,103,147,669,"3,670","2,789",167,610,310,368,357,0,3,8,853,321,739,196,"9,524","3,276","3,385","2,842",20,55,25,"12,216",0,0,0,0,5,15,561,"1,063",504,648,0,30.85%,7.98%,3.22%,2.39%,88.01,90.73,90,76.48,61.34,58.62,71.51,20.04,92.2,84.3,0.1813,47.33,90.44,83.43,80.68,76.76,,76.39,70.41,91.9,1.41,12.62,,72.58,,43.2018737,-77.5747833,
256,A3477,Community Health Provider Alliance,CO,Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,"13,998",9.78%,2.76%,"14,606,523","14,606,523",,"5,725,757",1,1,1,0,1,0,84.81%,0,1,"10,932","10,562","149,421,484","134,814,961",,,40.00%,40.00%,0,Low Revenue,"68,913","8,937","10,474","7,815","75,674","9,187","11,304","8,131","79,711","9,141","11,614","7,906","71,586","9,215","10,566","8,102","9,864",0.964,0.892,0.743,0.884,0.989,0.904,0.768,0.894,0.998,0.892,0.766,0.889,0.973,0.905,0.752,0.874,224,"6,633","3,651","7,086","13,668",180,"4,322","3,185","5,980","4,633","6,268","2,396",701,"7,432","6,566","10,838",472,207,"1,794",91,596,"2,950","2,615",33,206,126,210,698,"2,997","2,447",164,318,390,255,231,1,9,14,898,164,753,213,"8,128",628,"2,281","1,511","3,708",47,27,"15,904",0,133,0,0,0,3,342,79,296,263,1,48.16%,7.04%,2.48%,1.34%,77.77,91.48,90.91,75.55,65.06,64.64,67.22,28.48,89.89,85.39,,33.29,29.93,66.55,94,84.75,71.27,62.84,54.81,87.33,8.33,19.4,31.62,69.47,65.17,39.7260704,-104.9832332,
257,A3486,"Patient Care Network of Oklahoma, LLC",OK,Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"15,334",4.55%,2.69%,"7,633,821","7,633,821",,"2,992,458",1,1,1,0,0,0,88.97%,0,1,"11,297","11,185","167,661,940","160,028,119",,,40.00%,40.00%,0,Low Revenue,"84,642","9,282","14,177","8,332","76,966","9,279","14,723","8,993","78,492","9,676","15,570","9,045","79,542","9,652","16,164","9,225","10,782",1.004,0.913,0.918,0.905,0.999,0.909,0.92,0.919,0.947,0.916,0.933,0.947,0.993,0.914,0.92,0.949,96,"4,639","1,997","8,340","14,842",125,"3,703","1,835","9,179","4,346","6,617","3,334","1,037","8,781","6,553","13,039",864,54,492,645,240,"3,099","2,468",182,371,112,216,576,"2,967","2,497",222,"1,280",337,292,256,6,19,11,798,182,661,202,"9,365",565,"2,778","1,154","4,868",36,24,"16,095",0,101,0,0,0,0,123,47,168,79,1,26.57%,8.86%,2.47%,0.56%,86.35,95.81,91.52,76.79,56.93,63.08,67.96,26.21,92.55,83.97,,35.26,82.35,66.03,81.36,78.15,,62.1,64.88,86.96,15.79,18.84,,68.45,,35.499285,-97.5796605,
258,A3504,"Novant Health Accountable Care Organization I, LLC","NC, SC, VA",Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,0,0,0,1,0,Two-Sided,Prospective,0,0,0,"63,519",2.39%,0.50%,"15,275,530","15,275,530",,"7,485,010",1,1,1,0,0,0,99.61%,0,1,"10,299","10,250","639,861,096","624,585,566",,,50.00%,50.00%,1,High Revenue,"75,816","8,938","13,088","8,568","83,025","9,200","13,381","8,873","90,573","9,212","14,647","9,420","77,902","9,453","13,756","9,530","10,053",0.997,1.002,0.978,0.99,1.012,0.99,0.979,1.0,1.058,1.007,0.999,1.02,0.989,1.002,0.994,1.042,321,"6,374","2,588","59,783","62,129",359,"4,636","1,979","55,154","4,997","32,376","19,376","6,770","35,518","28,001","53,382","7,199",522,369,36,"2,011","2,481","2,203",28,232,39,325,448,"2,728","3,426",98,462,317,238,222,1,11,4,538,176,724,235,"10,349","3,416","4,294","2,616",22,37,26,"12,160",0,0,0,0,4,8,781,"1,180",674,656,0,6.99%,6.02%,1.74%,0.55%,86.86,95.31,93.95,82.56,66.84,62.86,74.28,23.86,94.81,88.99,0.1487,33.27,99.06,86.01,100,98.66,,86.1,86.02,86.76,16.16,9.96,,73.33,,35.2117505,-80.8244289,
259,A3507,"UVA Community Health Accountable Care Organization, LLC",VA,Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,0,1,0,0,0,Two-Sided,Retrospective,0,0,0,"6,961",2.58%,1.50%,"1,650,360","1,650,360",,"808,676",1,1,1,0,0,0,97.84%,0,1,"9,397","9,381","63,951,614","62,301,254",,,50.00%,50.00%,1,Low Revenue,"96,808","10,595","18,604","8,202","101,432","11,147","11,414","8,424","129,300","9,178","13,612","8,649","90,587","10,235","9,595","8,914","9,155",0.927,0.959,0.977,0.858,0.987,0.899,0.9,0.864,0.979,0.895,0.834,0.883,0.973,0.825,0.813,0.883,15,356,136,"6,216","6,805",15,279,124,"6,387",478,"3,688","2,174",621,"3,718","3,243","6,040",441,106,51,2,321,"2,354","2,010",7,332,17,180,342,"1,783","4,151",91,325,163,192,172,0,17,3,541,133,675,234,"10,373","4,318","4,797","1,254",5,23,26,"14,180",0,0,0,0,0,0,60,113,42,17,0,3.06%,4.19%,0.82%,0.03%,84,95.58,93.99,82.32,57.1,59.29,73.36,21.51,91.17,88.43,0.1412,31.16,89.37,82,100,83.45,,73.07,76.25,86.73,16.67,14.76,,76,,38.7255431,-77.7920054,
260,A3509,"OneHealth Nebraska ACO, LLC",NE,Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,0,1,0,0,0,Two-Sided,Retrospective,0,0,0,"9,935",6.02%,1.00%,"6,029,135","6,029,135",,"2,954,276",1,1,1,0,0,0,100.00%,0,1,"10,267","9,843","100,120,170","94,091,036",,,50.00%,50.00%,1,Low Revenue,"93,734","9,487","15,102","8,126","104,470","8,087","16,842","8,700","111,374","9,394","17,369","9,183","85,370","8,591","16,010","9,252","9,649",0.994,0.896,1.057,0.858,1.11,0.907,1.047,0.864,1.166,1.0,1.141,0.909,1.051,1.017,1.138,0.937,11,454,277,"9,011","9,751",33,342,232,"9,144",559,"5,469","2,805","1,102","5,644","4,291","9,402",69,71,34,11,348,"2,204","1,996",93,115,15,141,575,"2,144","3,941",55,298,333,183,173,3,6,2,384,124,664,225,"9,332","4,665","3,014","1,643",10,45,24,"12,651",0,0,0,0,0,0,41,0,15,13,0,4.38%,4.55%,0.89%,1.06%,90.71,95.27,93.88,83.88,60.62,64.28,73.52,31.31,93.65,87.85,0.1435,25.98,93.63,90.13,67.74,90.56,,85.18,84.21,76.49,23.21,6.62,,82.22,,40.8037055,-96.6554395,
261,A3521,"Scripps Accountable Care Organization, LLC",CA,Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,1,"41,129",1.40%,2.00%,"6,807,686",0,,0,1,1,1,0,0,0,89.75%,0,1,"12,012","11,798","485,818,747","479,011,061",,,75.00%,75.00%,0,High Revenue,"99,168","12,409","15,772","10,135","94,996","13,884","16,205","10,501","119,088","13,947","16,374","11,096","95,208","14,360","17,905","11,142","11,844",1.005,1.088,1.056,1.01,1.047,1.098,1.071,0.983,1.024,1.073,1.028,0.968,0.979,1.083,1.056,0.957,120,"1,782","1,876","35,106","40,444",130,"1,546","1,843","36,924","1,665","20,190","13,870","5,404","23,461","17,668","34,558",795,"1,762",760,39,"3,215","2,789","2,672",25,67,38,532,647,"2,151","5,092",91,674,224,198,192,1,2,3,423,139,667,345,"10,059","2,695","6,038","1,300",27,40,24,"16,030",0,0,0,0,4,2,393,944,216,203,0,6.44%,3.40%,0.94%,0.38%,82.84,94.27,93.82,79.14,54.45,56.8,73.01,23.34,93.62,87.56,0.1444,31.88,63.27,82.23,40,59.44,,74.04,82.86,82.45,21.05,9.26,,72,,32.8875768,-117.2225064,
262,A3527,"Kansas Clinical Improvement Collaborative, LLC","KS, OK",Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,"7,093",0.41%,3.38%,"310,634",0,,0,1,1,1,0,0,0,77.83%,0,1,"11,012","11,690","75,846,858","75,536,225",,,40.00%,40.00%,0,High Revenue,"60,683","8,511","15,721","10,471","70,225","9,812","16,431","10,571","76,621","10,388","21,049","10,867","65,487","9,534","20,776","10,076","10,967",0.984,0.951,1.019,0.981,0.994,0.885,0.992,0.962,1.035,0.899,1.0,0.938,0.894,0.832,0.973,0.9,41,801,412,"5,190","6,888",35,673,428,"5,752",710,"3,182","2,156","1,045","4,033","3,060","6,804",86,4,28,43,128,"2,470","2,196",38,185,59,307,"1,257","4,147","2,288",148,425,318,251,234,2,10,6,694,77,681,189,"7,845",380,"2,245","1,018","4,202",72,26,"19,044",9,0,17,0,5,11,143,454,155,82,2,11.46%,8.67%,2.38%,5.50%,89.21,95.38,93.81,81.36,47.94,62.87,71.5,28.68,94.71,87.9,0.1432,40.45,48.53,64.11,31.82,51.25,,47.06,66.5,77.82,0,15.83,,59.57,,38.8822391,-99.2974416,
263,A3531,"UCMCNACO, LLC","IL, IN",Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,"8,017",1.05%,3.20%,"1,362,896",0,,0,1,1,1,0,0,0,91.47%,0,1,"16,612","16,908","129,201,827","127,838,931",,,40.00%,40.00%,0,High Revenue,"100,206","16,922","21,031","13,122","97,248","16,650","24,447","13,250","108,226","17,421","24,335","13,451","109,964","15,522","24,013","13,588","16,437",1.048,1.501,1.251,1.261,1.031,1.487,1.292,1.24,0.998,1.5,1.258,1.228,1.077,1.432,1.282,1.257,167,"1,131",806,"6,039","7,778",117,952,870,"5,839","1,075","3,420","2,463","1,059","4,956","3,061","4,030","3,573",84,75,2,253,"4,805","4,242",109,455,61,384,835,"5,568","4,016",137,876,528,396,371,2,18,5,718,297,"1,021",321,"10,631","3,087","5,514","1,981",50,61,26,"14,065",0,0,0,0,1,0,381,"1,118",413,132,15,19.49%,6.36%,2.31%,1.02%,82.91,95.07,94.26,80.36,67.3,55.58,71.26,26.88,94.95,86.96,0.1618,41.98,98.4,90.15,90.32,72.24,,74.6,81.85,90.35,3.33,10.47,,72.58,,41.7885181,-87.6032666,
264,A3539,Orange Accountable Care Organization of South Florida LLC,"FL, NY",Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,1,"13,664",9.22%,2.00%,"17,840,259","17,840,259",,"13,112,590",1,1,1,0,0,0,98.87%,0,1,"14,525","14,390","193,557,337","175,717,078",,,75.00%,75.00%,0,Low Revenue,"99,641","12,689","17,909","11,329","108,525","12,730","18,227","11,601","102,850","13,403","19,464","11,664","90,192","12,965","18,953","11,606","13,186",1.119,1.179,1.112,1.139,1.096,1.089,1.13,1.138,1.159,1.094,1.146,1.14,1.039,1.216,1.212,1.223,100,"1,000","2,096","10,143","13,326",89,824,"1,760","10,653",906,"6,000","4,503","2,255","8,064","5,600","10,675","1,025",105,"1,224",10,625,"3,010","2,502",91,417,39,545,520,"2,232","5,546",81,946,638,292,263,3,20,5,609,240,758,396,"14,775","6,011","7,530","1,203",32,39,28,"13,382",0,0,0,0,0,0,138,41,71,25,0,17.17%,7.21%,2.11%,1.09%,85.08,93.47,93.23,81.54,66.03,64.72,71.06,31.15,91.89,88.02,0.1645,30.49,91.55,83.92,94.74,80.89,,91.19,83.57,85.23,12.5,10.75,,84.32,,25.9075008,-80.3260167,
265,A3547,Physician Partners of Western PA LLC,PA,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,"46,173",3.78%,2.24%,"18,076,697","18,076,697",,"8,857,582",1,1,1,0,0,0,89.44%,0,,"10,689","10,684","477,625,415","459,548,718",,,50.00%,50.00%,0,Low Revenue,"84,175","9,359","18,165","9,479","84,064","9,540","17,867","9,327","86,100","10,195","16,769","9,500","89,059","11,034","17,113","9,283","10,285",1.066,0.989,1.108,1.049,1.062,0.989,1.118,1.042,1.07,0.994,1.124,1.02,1.044,0.979,1.051,0.94,315,"6,464","2,708","31,706","44,682",283,"4,545","1,813","38,040","6,367","25,260","9,760","4,786","25,647","20,526","43,177","1,733",160,52,13,"1,038","2,921","2,437",74,388,43,257,531,"2,806","3,067",119,564,289,291,265,2,20,4,630,206,838,215,"8,822","3,479","3,801","1,300",242,51,24,"10,852",2,0,12,0,4,6,701,"1,572",453,680,1,8.77%,6.24%,2.01%,2.23%,84.85,94.89,93.31,80.18,61.67,67.16,73.62,25.66,92.32,85.57,0.1632,39.71,95.73,81.18,72,81.01,,84.44,78.54,81.45,15.38,9.2,,79.6,,40.4419645,-80.0033228,
266,A3548,Baptist Health Quality Network ACO,"FL, NY",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,"13,504",-0.98%,2.79%,"-1,715,883",0,,0,1,1,1,0,0,0,93.02%,0,,"13,277","12,515","174,406,806","176,122,689",,,50.00%,50.00%,0,High Revenue,"87,511","13,130","20,304","12,468","100,470","11,300","18,324","12,195","87,604","12,469","18,039","11,474","93,648","13,777","19,339","12,449","13,408",1.105,1.089,1.061,1.183,1.066,1.066,1.009,1.136,1.003,1.009,0.968,1.094,1.015,1.069,1.016,1.052,64,521,668,"10,502","13,136",97,459,597,"11,983",842,"6,078","4,463","2,121","7,872","5,632","11,941",387,79,472,1,624,"3,069","2,649",14,407,21,287,429,"2,801","6,040",89,739,343,253,230,1,20,3,572,195,826,458,"13,981","3,927","8,990","1,054",11,36,25,"12,105",0,0,0,0,1,2,135,338,184,101,0,6.20%,5.19%,1.21%,0.49%,84.13,93.3,92.37,78.15,62.53,57.3,70.04,23.85,91.24,87.24,0.1603,30.47,88.61,78.28,95,77.48,,74.96,83.52,90.65,34.15,12.13,,72.26,,,,
267,A3549,"Holy Name Medical Center ACO, LLC","NJ, NY",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,"17,937",-1.73%,2.58%,"-3,742,261",0,,0,1,1,0,0,0,0,61.69%,1,,"12,420","12,175","216,819,109","220,561,370",,,50.00%,50.00%,0,High Revenue,"93,620","12,828","12,813","11,660","95,432","12,114","10,927","10,918","96,808","12,313","13,208","11,082","106,671","12,110","16,338","11,531","12,635",1.028,0.934,0.885,1.094,1.049,0.948,0.875,1.075,1.003,0.969,0.893,1.046,0.996,0.906,0.934,0.979,120,"1,375","2,236","10,799","17,457",101,"1,376","1,836","14,143","1,919","7,786","5,668","2,564","10,757","7,180","13,580","1,275",797,"1,133",9,"1,143","3,054","2,754",22,204,89,264,"1,083","2,866","4,898",90,483,221,247,231,1,9,7,537,203,675,292,"12,452","4,381","6,728","1,338",6,57,26,"17,895",0,0,0,0,1,3,248,288,232,60,2,14.34%,8.19%,1.83%,0.86%,86.77,93.73,91.71,82.77,57.29,55.62,74.54,19.25,90.15,82.29,0.1555,35.09,,,,,,,,,,,,,,,,
